user,item,score,context,value
13,10,4,b,0.676
3,8,4,a,0.848
17,1,1,a,0.711
11,4,4,d,0.397
5,5,4,a,0.800
2,8,3,d,0.693
11,1,3,c,0.895
16,8,2,d,0.075
10,8,3,c,0.471
19,9,1,c,0.868
16,6,5,b,0.248
5,2,4,b,0.133
15,8,2,a,0.463
11,7,1,c,0.787
19,6,3,a,0.792
13,9,5,c,0.481
10,4,5,c,0.961
1,4,5,c,0.203
7,5,1,b,0.555
5,6,3,d,0.424
1,3,5,b,0.842
15,6,2,a,0.771
12,3,3,b,0.922
9,9,4,c,0.426
14,2,2,a,0.871
14,8,4,b,0.599
16,6,2,a,0.644
13,7,1,b,0.165
16,3,3,d,0.951
2,8,3,b,0.319
6,3,2,d,0.695
19,7,2,d,0.724
19,2,3,c,0.012
2,10,4,c,0.600
6,1,4,c,0.294
6,4,3,a,0.671
17,4,1,d,0.219
7,1,3,d,0.248
20,9,2,d,0.486
9,3,3,c,0.773
14,4,5,d,0.872
7,3,4,d,0.923
4,3,3,c,0.866
11,9,3,a,0.265
3,7,1,c,0.076
19,1,1,a,0.210
8,10,5,d,0.034
5,3,1,a,0.535
15,1,1,b,0.709
2,2,5,a,0.243
18,6,1,a,0.352
2,3,4,b,0.971
2,10,2,b,0.453
13,5,4,b,0.857
12,8,3,d,0.923
19,5,2,b,0.801
8,2,3,b,0.980
5,5,2,c,0.782
4,5,5,d,0.825
4,2,1,d,0.797
17,7,4,c,0.963
2,6,5,a,0.918
12,6,3,a,0.045
16,3,3,b,0.041
7,10,5,a,0.528
10,2,3,c,0.936
19,5,1,c,0.608
8,6,1,d,0.212
15,2,4,c,0.802
16,6,1,c,0.917
20,1,5,a,0.300
14,1,5,d,0.770
2,8,1,a,0.746
6,2,1,b,0.866
14,5,3,b,0.623
15,1,3,b,0.432
14,3,2,b,0.780
17,5,4,d,0.342
20,4,2,c,0.837
6,2,4,b,0.353
3,3,3,c,0.578
17,9,3,d,0.760
13,9,2,b,0.774
14,4,3,c,0.616
1,5,3,a,0.617
11,3,5,d,0.290
7,6,4,d,0.832
3,2,3,b,0.271
12,3,1,a,0.175
16,5,4,a,0.388
6,2,2,b,0.801
5,7,3,d,0.434
18,7,2,d,0.280
5,2,2,d,0.730
19,6,5,b,0.489
12,8,2,d,0.397
16,1,3,b,0.629
13,8,2,a,0.791
14,10,1,c,0.986
11,2,2,d,0.893
18,7,5,d,0.488
8,9,2,c,0.662
12,4,5,d,0.405
20,3,2,b,0.936
2,8,5,b,0.773
15,8,5,a,0.709
20,8,4,a,0.642
12,6,4,a,0.842
3,6,4,c,0.272
16,2,1,b,0.720
7,4,2,b,0.470
15,9,1,c,0.458
17,7,4,a,0.508
2,9,2,a,0.375
2,9,1,c,0.320
6,10,3,d,0.947
16,10,4,b,0.764
1,9,3,d,0.204
20,1,3,b,0.021
11,4,1,d,0.097
3,3,4,d,0.620
5,5,2,d,0.878
15,1,4,d,0.402
17,10,5,c,0.063
6,3,4,a,0.982
7,6,1,d,0.958
14,5,5,c,0.232
16,9,1,b,0.938
20,6,2,a,0.968
4,6,2,b,0.317
20,6,5,c,0.267
15,4,1,b,0.939
16,9,5,b,0.760
14,4,4,d,0.761
1,1,1,b,0.206
11,9,4,d,0.329
1,7,1,a,0.866
19,5,2,c,0.459
20,6,5,d,0.643
10,6,4,d,0.500
16,2,3,c,0.603
12,3,3,b,0.290
15,10,4,a,0.448
19,3,4,c,0.797
3,9,3,d,0.486
15,8,3,b,0.434
16,7,3,d,0.427
14,7,3,b,0.897
17,3,3,c,0.256
20,1,5,c,0.966
6,5,5,a,0.915
5,3,3,b,0.973
12,6,3,d,0.469
12,4,2,b,0.077
2,10,3,b,0.889
4,9,1,c,0.688
16,3,1,b,0.042
14,4,1,c,0.768
11,4,2,b,0.232
12,1,3,d,0.287
3,5,5,b,0.508
17,1,1,d,0.255
7,9,1,b,0.395
11,7,3,b,0.907
7,10,2,d,0.513
9,4,1,b,0.719
20,9,5,d,0.167
20,4,4,d,0.611
13,2,1,c,0.169
18,2,3,b,0.153
4,7,4,a,0.923
12,5,1,d,0.546
13,1,5,d,0.411
11,7,1,b,0.368
8,1,1,b,0.111
14,9,5,d,0.654
5,2,3,d,0.075
2,8,5,a,0.411
3,5,5,b,0.903
12,6,1,c,0.220
3,3,4,b,0.586
1,6,2,d,0.058
12,6,5,c,0.402
11,7,4,b,0.592
12,1,3,a,0.444
6,6,1,c,0.860
7,6,1,d,0.974
10,2,5,c,0.126
6,8,5,b,0.683
6,3,4,d,0.760
20,1,5,a,0.280
15,3,2,d,0.058
7,3,5,c,0.517
12,2,4,b,0.336
16,5,3,b,0.198
5,3,2,b,0.697
17,8,5,b,0.011
9,8,5,b,0.581
7,7,5,d,0.200
8,9,2,a,0.025
11,4,1,b,0.840
5,3,3,b,0.257
11,4,5,a,0.283
17,5,2,a,0.673
15,9,5,c,0.824
13,9,4,c,0.591
5,3,5,c,0.590
17,9,1,b,0.150
12,9,4,a,0.377
7,1,4,c,0.594
10,8,3,d,0.601
8,8,3,d,0.386
13,8,4,b,0.573
8,10,3,b,0.630
6,9,2,a,0.643
18,7,3,a,0.872
1,3,5,a,0.636
11,1,4,a,0.045
7,7,5,a,0.703
2,6,5,a,0.145
20,4,4,b,0.293
12,8,2,a,0.129
20,9,4,a,0.625
16,4,1,b,0.123
5,1,5,d,0.809
2,3,5,d,0.427
11,2,3,a,0.307
11,8,3,d,0.119
7,2,4,b,0.754
19,5,3,c,0.113
12,9,3,a,0.130
7,4,2,a,0.958
9,8,4,d,0.981
16,10,4,b,0.735
12,8,2,a,0.984
5,5,4,d,0.925
18,10,5,d,0.444
13,6,3,d,0.988
4,7,3,c,0.453
6,3,2,c,0.551
5,4,2,a,0.226
2,1,2,c,0.190
16,2,3,d,0.625
16,3,5,c,0.780
14,5,5,d,0.440
10,1,5,b,0.013
7,7,3,d,0.470
4,2,5,b,0.224
19,10,5,d,0.335
7,1,1,c,0.203
7,4,1,d,0.192
15,2,5,c,0.822
3,2,2,c,0.657
15,1,4,c,0.153
17,2,5,a,0.357
6,5,1,a,0.445
13,2,4,d,0.511
17,8,1,d,0.084
18,10,4,d,0.819
11,8,2,a,0.826
4,8,5,b,0.024
11,8,2,a,0.261
15,2,1,c,0.617
7,2,3,d,0.769
7,9,1,a,0.528
17,6,3,b,0.721
15,5,4,a,0.246
10,5,1,b,0.148
2,7,1,a,0.345
19,2,5,c,0.337
12,1,5,c,0.847
9,3,3,a,0.296
2,5,4,a,0.194
7,5,4,c,0.822
19,1,3,c,0.492
5,6,3,c,0.351
8,8,3,c,0.161
14,1,3,a,0.058
9,8,4,c,0.303
8,8,1,d,0.372
11,8,4,c,0.283
2,2,3,a,0.273
5,5,3,c,0.486
20,5,3,b,0.176
4,10,5,b,0.323
20,2,4,d,0.673
18,6,2,c,0.071
8,9,5,b,0.874
20,10,2,b,0.212
17,8,5,d,0.675
19,4,2,c,0.494
14,1,3,a,0.036
13,1,3,c,0.725
4,6,1,c,0.421
2,7,2,d,0.321
2,2,3,d,0.849
5,4,5,b,0.806
1,7,4,a,0.278
9,6,5,c,0.789
19,5,4,b,0.277
18,3,2,b,0.812
5,7,5,b,0.836
9,1,4,c,0.899
10,4,4,b,0.831
2,2,1,a,0.858
3,7,4,d,0.127
20,8,5,c,0.298
9,7,5,c,0.910
17,8,4,c,0.650
20,6,5,c,0.699
6,3,4,a,0.056
10,8,2,c,0.240
5,2,1,a,0.418
16,3,2,c,0.478
6,1,1,d,0.133
3,6,5,a,0.959
11,5,4,a,0.115
12,4,4,d,0.692
10,10,2,d,0.459
20,2,5,a,0.363
15,3,4,d,0.974
11,6,3,c,0.481
11,6,1,a,0.804
2,3,1,a,0.406
1,2,3,b,0.175
4,9,2,a,0.336
4,3,3,d,0.207
13,5,4,c,0.801
5,2,3,a,0.874
20,1,3,d,0.387
3,8,2,b,0.697
16,4,1,b,0.513
13,2,1,b,0.553
4,5,4,c,0.238
2,5,4,c,0.130
1,4,1,d,0.892
13,8,1,c,0.546
2,8,3,b,0.378
12,3,2,d,0.603
5,2,1,d,0.880
7,10,2,a,0.663
20,5,2,a,0.177
18,6,2,d,0.788
14,7,1,d,0.956
18,7,4,d,0.151
4,4,2,b,0.933
17,3,4,a,0.462
1,6,1,c,0.213
18,4,1,a,0.636
7,7,5,c,0.430
1,5,3,d,0.847
15,6,2,b,0.615
7,2,3,a,0.703
11,7,3,c,0.637
8,9,1,a,0.824
19,1,4,d,0.953
3,3,4,c,0.025
8,10,2,c,0.734
17,3,2,a,0.836
18,3,4,d,0.898
3,3,4,d,0.080
4,10,2,c,0.334
17,8,5,b,0.100
12,4,4,a,0.386
9,1,5,b,0.948
14,8,5,b,0.164
18,10,2,d,0.853
16,7,1,a,0.670
14,1,2,a,0.345
18,2,1,a,0.223
16,10,5,b,0.307
7,2,5,a,0.228
11,6,4,b,0.498
12,8,1,c,0.497
11,6,3,c,0.814
11,5,3,b,0.730
7,2,3,b,0.206
2,6,1,a,0.550
12,5,1,c,0.661
19,2,3,a,0.092
19,2,1,a,0.397
19,1,4,d,0.905
18,2,4,a,0.087
5,9,5,c,0.884
8,9,5,d,0.167
2,3,5,b,0.814
10,9,5,c,0.137
15,7,3,c,0.426
17,8,1,a,0.703
17,6,3,a,0.524
10,4,3,b,0.032
7,8,5,a,0.049
1,6,2,c,0.555
2,2,4,d,0.855
5,10,3,d,0.736
15,10,5,b,0.508
17,5,3,b,0.620
7,8,4,a,0.732
19,10,4,b,0.457
7,4,3,b,0.849
1,5,5,a,0.250
5,1,2,c,0.105
8,6,4,b,0.605
13,10,3,a,0.802
8,1,1,b,0.529
10,7,4,d,0.333
17,7,2,d,0.217
16,4,1,a,0.494
12,7,5,a,0.378
6,6,4,d,0.658
1,7,2,d,0.657
8,2,3,d,0.481
11,2,3,d,0.045
13,9,5,d,0.574
1,9,4,c,0.573
13,8,5,c,0.759
19,10,5,a,0.641
19,10,4,c,0.133
18,4,4,d,0.306
15,6,2,b,0.028
9,9,1,c,0.708
3,3,3,b,0.865
9,6,3,d,0.383
20,8,2,c,0.262
19,7,2,a,0.276
2,1,1,a,0.610
16,1,2,d,0.507
14,7,1,a,0.487
1,10,5,a,0.683
2,7,5,d,0.810
1,2,1,d,0.101
16,5,3,b,0.257
6,10,3,a,0.391
20,2,2,c,0.557
9,2,5,b,0.709
9,2,1,d,0.456
2,8,2,c,0.464
19,6,4,b,0.444
12,6,4,c,0.606
12,3,3,a,0.753
2,1,1,c,0.281
6,5,4,a,0.499
20,7,1,d,0.420
12,3,1,c,0.912
6,3,1,c,0.127
18,4,2,a,0.504
7,3,2,c,0.568
11,1,2,b,0.362
18,7,3,b,0.484
7,2,4,c,0.919
2,2,1,a,0.504
2,10,1,b,0.613
2,10,1,c,0.783
18,7,2,c,0.114
12,10,4,d,0.726
12,1,4,c,0.185
17,2,1,a,0.085
5,4,2,b,0.892
7,2,1,a,0.887
1,1,4,c,0.356
13,3,1,c,0.174
10,8,3,a,0.100
14,1,3,a,0.280
15,6,3,b,0.852
10,3,2,d,0.660
8,8,4,b,0.069
8,2,4,a,0.362
4,6,5,d,0.355
3,8,1,d,0.955
18,9,4,c,0.859
18,2,3,d,0.641
5,8,4,c,0.891
13,3,4,a,0.181
17,7,3,d,0.347
17,5,4,c,0.979
17,4,2,d,0.389
18,5,2,c,0.794
15,3,4,a,0.247
4,6,5,a,0.816
15,3,3,a,0.717
9,2,3,c,0.274
4,3,4,c,0.966
15,5,4,c,0.038
14,9,2,c,0.805
18,7,2,d,0.045
16,4,4,c,0.858
10,2,1,b,0.174
2,8,1,d,0.820
20,9,2,a,0.213
16,6,4,c,0.593
18,9,4,c,0.021
1,2,4,a,0.851
7,1,1,d,0.110
1,8,5,b,0.868
15,6,3,c,0.925
16,3,4,c,0.762
14,9,3,b,0.275
20,2,5,a,0.273
20,5,2,b,0.789
7,7,1,b,0.560
7,10,1,c,0.373
8,7,4,a,0.455
13,9,1,d,0.210
6,1,5,b,0.230
17,1,2,a,0.661
1,7,2,a,0.647
20,5,5,d,0.213
9,3,4,a,0.834
4,10,3,c,0.021
4,7,5,b,0.205
2,2,4,c,0.507
20,8,5,d,0.456
6,2,4,d,0.893
8,8,1,a,0.175
13,4,2,d,0.074
20,7,3,b,0.233
18,6,2,c,0.133
11,6,4,a,0.529
5,6,4,c,0.061
17,3,3,b,0.711
11,10,1,d,0.671
18,9,1,d,0.049
8,3,4,b,0.110
15,5,2,b,0.399
1,8,1,c,0.827
3,3,1,b,0.894
11,2,3,d,0.440
10,5,1,b,0.746
9,7,1,b,0.536
19,4,2,c,0.954
14,5,1,b,0.863
7,10,5,b,0.839
12,10,2,c,0.930
5,5,4,c,0.782
18,2,4,a,0.504
5,8,1,a,0.590
3,10,5,b,0.123
16,4,4,d,0.141
18,4,3,a,0.777
4,10,2,b,0.588
2,2,5,d,0.596
1,8,4,d,0.166
4,4,5,c,0.844
18,6,5,a,0.852
6,9,2,a,0.082
4,6,1,c,0.448
4,3,3,b,0.647
7,4,2,c,0.736
20,3,4,d,0.543
2,8,3,a,0.017
11,2,3,b,0.566
7,7,5,b,0.103
3,4,4,b,0.683
5,5,1,a,0.117
9,10,2,b,0.299
11,3,3,b,0.486
12,4,1,d,0.926
9,2,2,d,0.147
15,6,2,d,0.313
16,3,5,b,0.659
11,1,4,b,0.658
20,9,1,a,0.404
3,3,1,c,0.709
7,2,5,c,0.878
3,10,1,b,0.547
18,6,2,a,0.702
8,1,3,d,0.507
8,6,3,b,0.595
8,3,3,b,0.042
8,3,4,b,0.136
3,6,5,c,0.787
11,1,5,d,0.448
1,8,2,c,0.121
18,1,2,c,0.156
17,9,1,b,0.974
15,7,5,b,0.664
17,5,4,d,0.457
4,9,5,d,0.168
8,8,1,d,0.727
3,2,2,c,0.717
17,1,4,a,0.124
12,2,3,a,0.058
1,4,3,c,0.466
16,2,4,c,0.894
4,5,1,b,0.760
1,7,3,d,0.188
8,1,5,b,0.984
17,2,3,c,0.693
20,2,1,d,0.410
4,4,4,d,0.596
5,2,3,b,0.771
11,5,2,b,0.824
3,6,2,a,0.268
18,5,4,c,0.988
19,9,4,a,0.354
14,1,1,c,0.192
6,5,1,c,0.251
20,1,4,c,0.727
11,1,3,a,0.674
20,5,3,d,0.905
19,6,5,c,0.080
5,8,1,d,0.470
12,7,5,d,0.044
16,8,3,a,0.158
7,7,2,c,0.753
8,8,3,b,0.501
2,7,4,a,0.771
12,9,2,b,0.226
14,4,1,c,0.875
20,3,1,d,0.439
18,3,5,b,0.588
4,8,4,c,0.131
1,10,3,c,0.316
20,8,1,b,0.220
7,9,3,a,0.630
16,6,5,a,0.227
9,2,5,b,0.512
10,1,4,d,0.723
8,9,4,a,0.175
7,2,5,d,0.041
2,2,3,a,0.450
19,6,5,a,0.622
1,7,1,c,0.320
15,4,2,b,0.975
1,9,3,a,0.672
16,4,1,d,0.686
4,8,4,c,0.747
1,8,1,c,0.716
10,6,5,d,0.326
15,5,1,b,0.449
3,4,5,b,0.946
11,9,2,d,0.411
6,3,5,d,0.880
19,2,5,c,0.711
5,6,3,d,0.803
4,5,3,a,0.095
12,3,1,d,0.177
18,5,3,a,0.263
6,10,1,d,0.239
4,6,4,a,0.869
10,9,1,a,0.129
16,10,5,d,0.064
16,6,5,c,0.871
2,8,5,b,0.153
5,4,1,c,0.444
10,1,3,a,0.129
11,1,4,d,0.596
17,10,3,b,0.071
10,5,4,c,0.432
15,8,3,a,0.027
6,7,5,b,0.491
3,4,4,b,0.158
14,10,3,d,0.189
6,5,2,a,0.067
15,10,2,d,0.285
6,8,5,b,0.343
9,7,4,a,0.959
19,3,1,b,0.147
1,8,5,d,0.522
11,10,1,d,0.877
4,10,1,b,0.623
5,7,1,b,0.430
12,7,2,a,0.591
6,1,1,a,0.969
12,3,5,b,0.445
11,1,5,c,0.196
16,6,5,d,0.881
1,6,5,d,0.142
4,2,1,d,0.115
9,6,4,a,0.177
16,7,5,c,0.691
16,5,2,c,0.488
11,10,4,a,0.041
7,4,2,b,0.013
18,2,2,b,0.973
7,7,2,c,0.271
14,5,3,d,0.736
4,8,3,a,0.280
16,3,3,a,0.415
20,9,5,b,0.681
9,6,5,a,0.813
4,10,3,b,0.341
5,4,5,b,0.703
17,2,4,b,0.092
19,5,1,d,0.860
17,9,2,a,0.078
3,7,3,b,0.817
2,1,2,a,0.314
6,4,3,d,0.797
18,1,1,b,0.824
1,2,1,b,0.033
12,4,2,d,0.130
19,7,3,d,0.491
20,7,3,d,0.082
1,2,5,a,0.493
11,9,3,d,0.833
5,4,4,b,0.901
6,3,3,d,0.068
17,6,2,b,0.694
11,7,4,a,0.694
8,6,4,d,0.306
5,5,5,d,0.583
13,2,5,d,0.515
17,2,1,b,0.571
4,5,5,a,0.781
10,5,2,c,0.661
5,8,5,a,0.916
12,8,1,d,0.450
16,10,3,a,0.449
3,5,3,b,0.088
14,4,4,c,0.890
8,4,2,a,0.596
17,2,2,b,0.818
18,4,2,c,0.666
1,10,4,d,0.100
15,10,4,a,0.762
7,6,5,c,0.717
1,2,4,c,0.598
9,10,3,a,0.964
4,9,4,b,0.950
14,3,3,c,0.160
12,5,1,b,0.775
11,1,1,b,0.766
20,2,1,c,0.294
5,5,5,d,0.189
3,10,4,d,0.143
12,1,4,a,0.042
3,5,2,c,0.732
12,4,5,c,0.019
7,6,3,a,0.739
18,8,1,b,0.264
12,5,5,c,0.349
19,8,5,a,0.345
10,5,4,b,0.476
8,2,5,d,0.682
11,1,1,b,0.744
20,2,5,b,0.319
19,8,1,b,0.056
15,4,4,c,0.308
17,5,2,d,0.986
2,6,1,b,0.458
14,8,1,b,0.061
3,6,1,b,0.612
14,2,5,d,0.567
12,5,3,a,0.085
17,3,2,b,0.071
6,9,2,c,0.361
7,5,2,c,0.896
20,6,3,b,0.787
18,9,1,b,0.807
5,1,2,c,0.305
18,10,5,a,0.738
9,6,5,d,0.195
19,4,3,a,0.694
2,2,3,c,0.655
9,5,3,c,0.632
19,5,4,c,0.044
17,10,2,b,0.583
20,5,5,b,0.026
15,6,1,d,0.175
12,10,2,c,0.209
12,1,5,a,0.878
7,10,5,b,0.894
8,3,2,d,0.379
9,5,3,a,0.683
17,1,3,a,0.413
7,1,4,b,0.292
6,10,4,a,0.669
13,9,4,c,0.618
9,8,5,b,0.242
1,6,3,b,0.656
5,8,5,d,0.379
5,5,5,d,0.702
14,8,5,d,0.111
12,8,3,c,0.064
3,1,5,b,0.224
5,3,3,a,0.719
14,9,3,c,0.314
9,1,1,d,0.603
11,6,1,c,0.360
16,5,3,c,0.577
2,8,4,c,0.799
11,3,3,c,0.884
3,7,3,c,0.709
9,3,2,d,0.612
12,10,3,c,0.237
11,2,1,c,0.155
15,8,3,a,0.494
16,6,3,d,0.606
6,7,3,a,0.546
13,10,3,b,0.793
11,2,2,c,0.315
7,8,3,a,0.322
2,5,4,a,0.439
7,9,5,c,0.448
7,1,5,a,0.179
10,7,2,b,0.351
14,2,5,a,0.329
20,10,5,c,0.400
1,1,4,b,0.952
15,9,1,a,0.178
5,9,4,c,0.090
7,9,3,a,0.103
7,4,1,c,0.205
8,8,2,b,0.951
18,4,4,a,0.165
2,3,5,c,0.596
15,6,3,c,0.326
20,3,4,c,0.598
19,2,2,b,0.970
16,6,4,b,0.886
11,4,1,a,0.265
9,4,2,c,0.468
18,3,5,c,0.908
11,2,4,c,0.654
16,2,1,c,0.080
6,7,4,a,0.448
14,8,4,d,0.118
3,7,2,c,0.141
4,3,5,a,0.383
17,6,3,c,0.342
20,5,2,a,0.659
19,3,5,a,0.385
1,8,1,b,0.182
3,1,5,c,0.896
3,5,1,c,0.330
4,8,2,a,0.705
5,3,2,a,0.754
5,8,3,a,0.417
6,7,2,d,0.145
8,9,5,c,0.066
8,2,1,d,0.580
13,1,3,d,0.666
13,1,3,c,0.169
1,8,3,c,0.428
5,9,3,a,0.200
1,6,1,b,0.722
12,9,2,b,0.342
13,6,3,c,0.836
9,4,4,a,0.918
13,9,3,a,0.466
3,10,1,c,0.952
11,9,2,c,0.093
13,6,2,b,0.507
14,2,1,c,0.809
10,6,3,a,0.030
16,1,4,b,0.075
2,8,3,d,0.772
10,6,1,d,0.065
14,3,3,d,0.296
2,1,5,d,0.973
20,1,2,c,0.916
6,9,1,c,0.666
9,10,1,a,0.609
9,8,1,a,0.796
3,3,3,c,0.652
20,4,5,a,0.486
6,10,2,b,0.565
8,9,1,a,0.026
2,4,2,b,0.254
18,4,3,a,0.467
14,6,4,a,0.158
15,9,1,d,0.318
14,9,5,b,0.153
12,6,5,b,0.941
3,9,1,a,0.091
10,6,4,b,0.153
12,8,3,d,0.575
11,3,2,b,0.802
4,3,4,c,0.226
5,3,4,c,0.391
13,3,1,a,0.820
14,3,5,b,0.240
11,7,1,c,0.230
5,1,2,b,0.068
11,9,1,c,0.579
20,1,2,a,0.186
10,4,4,c,0.587
12,4,1,b,0.277
9,5,2,a,0.664
16,3,4,a,0.491
9,5,3,c,0.571
11,4,2,c,0.563
18,2,5,b,0.984
15,1,1,d,0.014
16,7,3,a,0.951
19,7,1,b,0.937
3,6,2,d,0.276
5,6,3,d,0.059
17,4,2,d,0.025
13,6,2,a,0.759
18,5,2,c,0.101
2,4,1,d,0.943
20,4,2,c,0.027
15,4,3,d,0.588
12,3,4,c,0.462
2,2,4,d,0.890
18,6,5,c,0.287
9,9,2,b,0.272
2,10,1,d,0.982
13,3,4,c,0.360
7,8,2,c,0.547
8,10,4,d,0.041
6,5,5,c,0.196
3,2,2,a,0.809
1,1,5,b,0.620
1,9,4,b,0.093
14,8,3,d,0.431
4,1,3,d,0.409
16,2,4,d,0.949
19,1,5,b,0.555
10,1,4,c,0.650
8,5,5,c,0.765
11,3,5,c,0.365
20,1,1,a,0.744
8,1,1,d,0.122
2,10,2,c,0.710
16,10,5,c,0.263
16,10,2,b,0.676
8,6,4,d,0.866
6,7,4,d,0.015
9,8,2,c,0.080
8,3,3,c,0.806
20,9,1,d,0.036
8,3,1,b,0.296
3,5,1,b,0.403
3,4,4,c,0.349
3,5,1,c,0.891
10,1,2,c,0.871
1,1,1,c,0.631
20,7,5,a,0.936
8,6,2,c,0.428
16,10,4,c,0.918
15,8,2,c,0.281
18,10,4,b,0.071
16,7,3,a,0.362
11,7,4,b,0.700
12,2,2,a,0.402
19,3,2,a,0.031
17,10,1,c,0.722
2,4,2,a,0.924
8,3,1,a,0.330
10,7,4,b,0.856
2,2,2,c,0.725
5,9,5,c,0.709
2,9,1,c,0.577
10,6,5,a,0.860
18,8,3,c,0.809
2,2,2,d,0.070
5,1,4,a,0.609
10,1,5,b,0.987
1,8,5,c,0.677
4,6,5,a,0.863
17,10,2,c,0.414
9,10,4,a,0.188
20,8,3,b,0.690
8,3,4,b,0.912
20,6,3,d,0.605
13,10,4,b,0.508
7,4,5,b,0.271
15,3,5,c,0.207
2,2,4,c,0.628
9,6,5,c,0.688
2,7,4,a,0.150
17,7,5,d,0.569
18,1,1,c,0.154
3,2,4,b,0.624
7,3,4,c,0.171
8,9,5,b,0.338
9,5,1,b,0.601
10,7,1,c,0.249
8,5,4,b,0.968
15,6,1,d,0.979
15,8,2,b,0.558
4,3,3,b,0.773
4,5,4,b,0.630
13,6,4,d,0.288
1,9,5,c,0.492
14,2,3,d,0.042
14,3,5,d,0.740
7,2,2,a,0.247
1,10,4,a,0.797
9,6,5,a,0.727
10,4,4,a,0.949
7,7,3,d,0.372
20,6,3,c,0.016
13,8,4,b,0.482
18,3,1,c,0.278
19,3,4,a,0.534
6,10,3,d,0.513
1,5,5,a,0.782
10,8,3,a,0.734
16,2,5,c,0.185
7,9,1,a,0.484
18,3,5,a,0.637
12,8,2,c,0.367
10,2,3,d,0.911
19,4,3,c,0.393
5,1,4,c,0.235
7,8,3,d,0.644
19,3,4,a,0.337
19,6,2,a,0.208
9,5,5,b,0.857
20,3,1,b,0.525
12,3,3,c,0.225
5,10,1,a,0.510
15,5,4,d,0.573
20,6,1,c,0.380
17,8,4,d,0.945
18,1,3,d,0.641
3,2,1,d,0.569
1,9,1,c,0.129
14,3,1,d,0.324
17,2,3,a,0.782
19,2,5,c,0.303
9,3,1,b,0.617
1,2,1,c,0.327
6,4,1,d,0.481
1,3,3,d,0.098
3,6,3,d,0.309
16,8,5,d,0.613
14,3,1,b,0.264
18,1,4,b,0.440
20,10,5,c,0.020
7,9,4,b,0.336
6,6,2,b,0.187
5,4,4,b,0.423
14,1,1,c,0.753
16,10,2,a,0.299
2,1,4,d,0.565
11,7,5,d,0.274
14,2,1,a,0.320
18,3,5,c,0.658
3,8,5,c,0.325
16,7,3,a,0.418
15,4,3,d,0.895
11,6,3,b,0.946
19,6,3,c,0.010
14,3,1,b,0.499
17,8,1,d,0.233
9,10,1,a,0.753
18,1,1,b,0.015
11,9,4,b,0.245
9,4,1,b,0.548
12,7,5,b,0.052
10,9,1,c,0.184
14,6,4,b,0.681
14,6,3,c,0.222
9,3,4,a,0.411
4,4,2,c,0.777
3,1,4,a,0.177
15,6,2,a,0.295
6,4,1,a,0.063
4,7,1,d,0.011
3,10,1,d,0.509
13,2,4,c,0.767
20,6,1,c,0.491
19,3,4,b,0.770
19,3,4,c,0.179
15,2,2,d,0.081
18,3,5,d,0.691
7,6,5,d,0.499
20,8,2,c,0.871
19,4,4,c,0.108
16,4,1,b,0.484
19,2,5,a,0.978
3,1,1,d,0.773
18,7,4,b,0.550
17,4,3,c,0.791
7,1,1,a,0.516
7,9,5,a,0.410
7,4,3,d,0.833
19,5,1,b,0.629
11,10,5,d,0.735
20,5,3,d,0.224
12,9,5,c,0.509
15,7,2,a,0.422
9,3,2,d,0.133
11,4,4,a,0.804
10,3,4,c,0.494
13,3,4,a,0.837
17,1,3,b,0.504
17,1,1,c,0.382
5,4,4,a,0.472
6,4,4,d,0.988
13,3,5,a,0.870
9,6,2,d,0.851
20,8,3,a,0.853
14,5,1,d,0.778
20,5,5,b,0.117
11,6,1,b,0.369
17,8,5,c,0.697
13,9,2,a,0.032
1,10,3,d,0.983
20,4,2,c,0.729
17,10,1,c,0.430
15,8,5,d,0.824
9,2,5,b,0.546
7,3,2,d,0.329
8,8,4,c,0.596
8,6,3,d,0.274
3,5,5,d,0.972
2,3,2,c,0.026
2,3,3,b,0.381
4,7,2,b,0.629
6,5,1,d,0.792
20,9,4,c,0.504
11,6,3,a,0.357
9,9,3,c,0.141
17,9,2,b,0.064
5,9,1,c,0.563
2,1,5,d,0.290
15,4,4,b,0.433
11,8,3,a,0.466
11,2,2,c,0.696
6,6,1,b,0.215
9,8,4,a,0.126
1,10,4,b,0.068
10,2,3,a,0.059
12,1,3,c,0.609
11,2,5,d,0.747
9,1,4,b,0.131
13,9,3,d,0.439
3,6,4,c,0.617
3,4,5,c,0.271
10,5,3,b,0.237
19,9,4,d,0.418
14,8,1,a,0.254
12,3,3,d,0.449
5,1,5,b,0.012
1,10,4,a,0.386
3,6,1,d,0.431
17,3,2,a,0.827
5,4,4,b,0.655
11,9,1,d,0.168
19,4,5,c,0.379
6,5,5,c,0.515
19,9,3,d,0.979
7,9,2,d,0.457
18,9,3,a,0.190
1,5,5,b,0.560
17,1,4,a,0.378
18,9,4,a,0.270
1,8,2,b,0.672
9,9,3,d,0.120
4,3,4,d,0.703
1,6,5,b,0.055
20,2,5,c,0.166
16,7,3,c,0.757
14,2,3,b,0.027
8,2,1,a,0.515
4,1,5,b,0.371
18,10,5,a,0.461
17,6,1,c,0.527
7,4,2,b,0.604
15,8,4,a,0.679
20,8,1,b,0.287
8,1,1,d,0.975
15,8,1,b,0.539
15,5,1,d,0.533
8,2,3,a,0.159
12,8,5,b,0.325
14,6,1,a,0.332
20,9,3,a,0.980
16,9,4,d,0.532
